Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
80	:	1695837130.565	   191.144	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/12/family_room_2023-04-12%2011:00.mp3
81	:	1695837141.083	   188.990	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/19/family_room_2023-04-19%2011:00.mp3
82	:	1695837288.026	   177.078	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/9/family_room_2023-08-09%2011:00.mp3
83	:	1695837321.721	   187.894	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/26/family_room_2023-04-26%2011:00.mp3
84	:	1695837330.085	   188.658	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/5/family_room_2023-04-05%2011:00.mp3
85	:	1695837465.110	   187.875	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/10/family_room_2023-05-10%2011:00.mp3
86	:	1695837509.625	   199.296	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/17/family_room_2023-05-17%2011:00.mp3
87	:	1695837518.750	   195.983	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/23/family_room_2023-08-23%2011:00.mp3
88	:	1695837652.997	   167.348	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/2/family_room_2023-08-02%2011:00.mp3
89	:	1695837708.931	   183.321	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/31/family_room_2023-05-31%2011:00.mp3
90	:	1695837714.739	   181.258	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/16/family_room_2023-08-16%2011:00.mp3
91	:	1695837820.350	   173.040	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/7/26/family_room_2023-07-26%2011:00.mp3
92	:	1695837892.260	   189.660	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2022/10/5/family_room_2022-10-05%2011:00.mp3
93	:	1695837896.007	   189.713	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/7/19/family_room_2023-07-19%2011:00.mp3
94	:	1695837993.398	   172.032	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/24/family_room_2023-05-24%2011:00.mp3
95	:	1695838081.927	   187.072	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/3/family_room_2023-05-03%2011:00.mp3
96	:	1695838085.729	   188.844	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/6/7/family_room_2023-06-07%2011:00.mp3
97	:	1695838165.442	   173.501	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/6/28/family_room_2023-06-28%2011:00.mp3
98	:	1695838269.007	   184.029	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2022/11/16/family_room_2022-11-16%2011:00.mp3
99	:	1695838274.583	   182.968	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2022/9/14/family_room_2022-09-14%2011:00.mp3
100	:	1695838338.953	   162.932	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/7/5/family_room_2023-07-05%2011:00.mp3
